"Reporting.Economy.Code","Product.Sector.Code","Unit.Code","2019.","2020.","2021.","2022.E","2018.","2016.","2017.","2022.","2020.E","2021.E","2019.E","2017.E","2018.E","2016.E","2016.B","2017.B"
"032","MAIS","USM",1009.523471,811.508043,2069.944251,NA,1410.35616,902.805379,1561.11358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMT","USM",20119.017951,16063.320529,23048.505937,NA,28981.725653,26990.55751,33467.151465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTAU","USM",5896.862838,4749.390432,6821.97032,NA,11179.863714,10091.738595,13217.948043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTOF","USM",4090.217572,3915.623355,5856.968813,NA,5068.554772,4792.935154,5837.762972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTOTEP","USM",2213.279818,2398.515462,3943.390774,NA,2975.920749,1247.555905,1774.876376,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTOTIC","USM",444.715055,272.363385,405.205451,NA,286.077655,248.789455,236.708751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTOTTL","USM",1432.222699,1244.744508,1508.372588,NA,1806.556368,3296.589794,3826.177845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MAMTTE","USM",7017.244386,5670.004641,8357.331934,NA,12902.359662,12832.08461,16157.821306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MATE","USM",784.836174,848.944022,1135.6037,NA,1020.447191,1059.048186,1070.024389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MI","USM",5738.387825,3817.951741,8284.656407,NA,8255.397503,5938.579593,7030.318945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MIFU","USM",4189.864496,2565.922321,5802.470304,NA,6274.566933,4699.329896,5461.172335,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","TO","USM",49124,42354,63185,NA,65482,55852,66937,81522,NA,NA,NA,NA,NA,NA,NA,NA
"036","AG","USM",17313.664792,17559.11617,18745.831021,NA,17152.97209,14768.838406,16391.02236,NA,NA,NA,NA,NA,NA,NA,NA,NA
